Name,Type,Alignment,Armor Class,HP,Speed,Str,Dex,Con,Int,Wis,Cha,Saving Throws,Skills,Damage Vulnerabilities,Damage Resistances,Damage Immunities,Condition Immunities,Senses,Languages,Challenge,Traits,Actions,Legendary Actions,Intro,MetaTitle,MetaDescription,Source
Tomb Guardian,Medium construct,Neutral,17,93 (11d8 + 44),30ft.,19,9,18,6,10,5,None,None,None,None,"lightning, poison; and bludgeoning, piercing and slashing, from nonmagical attacks not made with adamantine weapons","charmed, exhaustion, frightened, paralyzed, petrified, poisoned","darkvision 60 ft., passive perception 10","""understands the languages of its creator but cant speak""",5,"
Berserk: Whenever the tomb guardian starts its turn with 40 hit points or fewer, roll a d6. On a 6, the tomb guardian goes berserk. On each of its turns while berserk, the tomb guardian attacks the nearest creature it can see. If no creature is near enough to move to and attack, the tomb guardian attacks an object, with preference for an object smaller than itself. Once the tomb guardian goes berserk, it continues to do so until it is destroyed or regains all its hit points. The golem's creator, if within 60 feet of the berserk tomb guardian, can try to calm it by speaking firmly and persuasively. The tomb guardian must be able to hear its creator, who must take an action to make a {@dc 15 Charisma (Persuasion) check. If the check succeeds, the tomb guardian ceases being berserk. If it takes damage while still at 40 hit points or fewer, the tomb guardian might go berserk again.
Aversion of Fire: If the tomb guardian takes fire damage, it has disadvantage on attack rolls and ability checks until the end of its next turn.
Immutable Form: The tomb guardian is immune to any spell or effect that would alter its form.
Lightning Absorption: Whenever the tomb guardian is subjected to lightning damage, it takes no damage and instead regains a number of hit points equal to the lightning damage dealt.
Magic Resistance: The tomb guardian has advantage on saving throws against spells and other magical effects.
Magic Weapons: The golem's weapon attacks are magical.","
Multiattack: The tomb guardian makes two slam attacks.
Slam: Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage.",None,not in this JSON,Tomb Guardian - Monsters | DnD Wiki,"Tomb Guardian is a CR 5, Neutral, construct, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-toa.json
Tri-flower Frond,Medium plant,Unaligned,10,11 (2d8 + 2),5ft.,14,15,12,9,13,9,None,None,None,None,None,"blinded, deafened, exhaustion, prone","blindsight 30 ft., passive perception 10",error,1/2,error,"
Multiattack: The tri-flower frond uses its orange blossom, then its yellow blossom, and then its red blossom.
Orange Blossom: The tri-flower frond chooses one creature it can see within 5 feet of it. The target must succeed on a DC: 11 Constitution saving throw or be poisoned for 1 hour. While poisoned in this way, the target is unconscious. At the end of each minute, the poisoned target can repeat the saving throw, ending the effect on itself on a success.
Yellow Blossom: The tri-flower frond chooses one creature it can see within 5 feet of it. The target must succeed on a DC: 11 Dexterity saving throw, or it is covered with corrosive sap and takes 5 acid damage at the start of each of its turns. Dousing the target with water reduces the acid damage by 1 point per pint or flask of water used.
Red Blossom: Melee Weapon Attack: +2 to hit, reach 5 ft., one creature. Hit: 2 (1d4) piercing damage, and the target is grappled (escape DC: 11). Until this grapple ends, the target takes 5 (2d4) poison damage at the start of each of its turns. The red blossom can grapple only one target at a time. Another creature within reach of the tri-flower frond can use its action to end the grapple on the target.",None,not in this JSON,Tri-flower Frond - Monsters | DnD Wiki,"Tri-flower Frond is a CR 1/2, Unaligned, plant, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-toa.json
Tyrannosaurus Zombie,Huge undead,Unaligned,11 (natural armor),136 (13d12 + 52),40ft.,25,6,19,1,3,5,None,None,None,None,poison,poisoned,"darkvision 60 ft., passive perception 6",error,8,"
Disgorge Zombie: As a bonus action, the tyrannosaurus zombie can disgorge a normal zombie, which appears in an unoccupied space within 10 feet of it. The disgorged zombie acts on its own initiative count. After a zombie is disgorged, roll a d6. On a roll of 1, the tyrannosaurus zombie runs out of zombies to disgorge and loses this trait. If the tyrannosaurus zombie still has this trait when it dies, 1d4 normal zombies erupt from its corpse at the start of its next turn. These zombies act on their own initiative count.
Undead Fortitude: If damage reduces the tyrannosaurus zombie to 0 hit points, it must make a Constitution saving throw with a DC of 5+the damage taken, unless the damage is radiant or from a critical hit. On a success, the zombie drops to 1 hit point instead.","
Multiattack: The tyrannosaurus zombie makes two attacks: one with its bite and one with its tail. It can't make both attacks against the same target.
Bite: Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 33 (4d12 + 7) piercing damage. If the target is a Medium or smaller creature, it is grappled (escape DC: 17). Until this grapple ends, the target is restrained and the tyrannosaurus zombie can't bite another target or disgorge zombies.
Tail: Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 20 (3d8 + 7) bludgeoning damage.",None,not in this JSON,Tyrannosaurus Zombie - Monsters | DnD Wiki,"Tyrannosaurus Zombie is a CR 8, Unaligned, undead, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-toa.json
Valindra Shadowmantle,Medium undead,Neutral Evil,17 (natural armor),135 (18d8 + 54),30ft.,11,16,16,20,14,16,"Con: +10, Int: +12, Wis: +9","arcana: +18, history: +12, insight: +9, perception: +9",None,"cold, lightning, necrotic","poison; and bludgeoning, piercing and slashing from nonmagical attacks","charmed, exhaustion, frightened, paralyzed, poisoned","truesight 120 ft., passive perception 19","Common, Abyssal, Draconic, Dwarvish, Elvish, Infernal",21,"
Mask: As a bonus action, Valindra can mask her shriveled flesh and appear to be a living elf. This magical illusion lasts until she ends it as a bonus action or until she uses her Frightening Gaze legendary action. The effect also ends if Valindra drops to 30 hit points or fewer, or if dispel magic is cast on her.
Preparation: When preparing her spells, Valindra can swap out any spell on her list of prepared spells for another wizard spell of the same level.
Legendary Resistance (3/Day): If Valindra fails a saving throw, she can choose to succeed instead.
Rejuvenation: If destroyed Valindra gains a new body in 1d10 days, regaining all her hit points and becoming active again. The new body appears within 5 feet of the phylactery.
Turn Resistance: Valindra has advantage on saving throws against any effect that turns undead.","
Paralyzing Touch: {@atk ms +12 to hit, reach 5 ft., one creature. Hit: 10 (3d6) cold damage. The target must succeed on a DC: 18 Constitution saving throw or be paralyzed for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",None,not in this JSON,Valindra Shadowmantle - Monsters | DnD Wiki,"Valindra Shadowmantle is a CR 21, Neutral Evil, undead, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-toa.json
"Volothamp ""Volo"" Geddarm",Medium humanoid,Chaotic Good,11,31 (7d8),30ft.,9,12,10,15,11,16,"Con: +2, Wis: +2","animal handling: +4, arcana: +4, deception: +5, history: +4, insight: +2, investigation: +4, perception: +2, performance: +7, persuasion: +7, sleight of hand: +3, survival: +2",None,None,None,None,passive perception 12,"Common, Dwarvish, Elvish",1/4,error,"
Dagger: Melee or Ranged Weapon Attack: ++3 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 3 (1d4 + 1) piercing damage.",None,not in this JSON,"Volothamp ""Volo"" Geddarm - Monsters | DnD Wiki","Volothamp ""Volo"" Geddarm is a CR 1/4, Chaotic Good, humanoid, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-toa.json
Wakanga O'tamu,NOT FOUND humanoid,Lawful Neutral,NOT FOUND,NOT FOUND,error,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,None,None,None,None,None,None,,error,NOT FOUND,error,error,None,not in this JSON,Wakanga O'tamu - Monsters | DnD Wiki,"Wakanga O'tamu is a CR NOT FOUND, Lawful Neutral, humanoid, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-toa.json
Wild Dog,NOT FOUND NOT FOUND,error,NOT FOUND,NOT FOUND,error,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,None,None,None,None,None,None,,error,NOT FOUND,error,error,None,not in this JSON,Wild Dog - Monsters | DnD Wiki,"Wild Dog is a CR NOT FOUND, error, NOT FOUND, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-toa.json
Wine Weird,NOT FOUND NOT FOUND,error,NOT FOUND,NOT FOUND,error,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,None,None,None,None,None,None,,error,NOT FOUND,error,error,None,not in this JSON,Wine Weird - Monsters | DnD Wiki,"Wine Weird is a CR NOT FOUND, error, NOT FOUND, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-toa.json
Withers,Medium undead,Neutral Evil,14 ( studded leather armor),45 (6d8 + 18),30ft.,15,14,16,16,13,15,None,"perception: +3, stealth: +4",None,"necrotic; and bludgeoning, piercing and slashing from nonmagical attacks that arent silvered",poison,"exhaustion, poisoned","darkvision 60 ft., passive perception 13",the languages he knew in life,4,"
Special Equipment: Withers carries the amulet of the black skull|ToA.
Sunlight Sensitivity: While in sunlight, Withers has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.","
Multiattack: Withers makes two longsword attacks. He can use his Life Drain in place of one longsword attack.
Life Drain: Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 5 (1d6 + 2) necrotic damage. The target must succeed on a DC: 13 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.
Longsword: Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) slashing damage, or 7 (1d10 + 2) slashing damage if used with two hands.",None,not in this JSON,Withers - Monsters | DnD Wiki,"Withers is a CR 4, Neutral Evil, undead, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-toa.json
Xandala,Medium humanoid,Neutral Evil,13 (natural armor),71 (11d8 + 22),30ft.,10,11,14,18,16,18,"Int: +7, Wis: +6","arcana: +7, deception: +10, history: +7, insight: +6, survival: +6",None,None,None,None,passive perception 13,"Common, Draconic, Dwarvish, Elvish, Halfling",7,"
Quickened Spell (3/Day): When she casts a spell that has a casting time of 1 action, Xandala changes the casting time to 1 bonus action for that casting.","
Quarterstaff: Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 3 (1d6) bludgeoning damage, or 4 (1d8) bludgeoning damage when used with two hands.",None,not in this JSON,Xandala - Monsters | DnD Wiki,"Xandala is a CR 7, Neutral Evil, humanoid, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-toa.json
Yellow Musk Creeper,Medium plant,Unaligned,6,60 (11d8 + 11),5ft.,12,3,12,1,10,3,None,None,None,None,None,"blinded, deafened, exhaustion, prone","blindsight 30 ft., passive perception 10",error,2,"
False Appearance: While the creeper remains motionless, it is indistinguishable from an ordinary flowering vine.
Regeneration: The creeper regains 10 hit points at the start of its turn. If the creeper takes fire, necrotic, or radiant damage, this trait doesn't function at the start of its next turn. The creeper dies only if it starts its turn with 0 hit points and doesn't regenerate.","
Touch: Melee Weapon Attack: +3 to hit, reach 5 ft., one creature. Hit: 13 (3d8) psychic damage. If the target is a humanoid that drops to 0 hit points as a result of this damage, it dies and is implanted with a yellow musk creeper bulb. Unless the bulb is destroyed, the corpse animates as a yellow musk zombie after being dead for 24 hours. The bulb is destroyed if the creature is raised from the dead before it can transform into a yellow musk zombie, or if the corpse is targeted by a remove curse spell or similar magic before it animates.
Yellow Musk (3/Day): The creeper's flowers release a strong musk that targets all humanoids within 30 feet of it. Each target must succeed on a DC: 11 Wisdom saving throw or be charmed by the creeper for 1 minute. A creature charmed in this way does nothing on its turn except move as close as it can to the creeper. A creature charmed by the creeper can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",None,not in this JSON,Yellow Musk Creeper - Monsters | DnD Wiki,"Yellow Musk Creeper is a CR 2, Unaligned, plant, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-toa.json
Yellow Musk Zombie,Medium undead,Unaligned,9,33 (6d8 + 6),20ft.,13,9,12,1,6,3,None,None,None,None,None,"charmed, exhaustion","blindsight 30 ft., passive perception 8",error,1/4,"
Undead Fortitude: If damage reduces the zombie to 0 hit points, it must make a Constitution saving throw with a DC of 5 +the damage taken, unless the damage is fire or from a critical hit. On a success, the zombie drops to 1 hit point instead.","
Slam: Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 5 (1d8 + 1) bludgeoning damage.",None,not in this JSON,Yellow Musk Zombie - Monsters | DnD Wiki,"Yellow Musk Zombie is a CR 1/4, Unaligned, undead, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-toa.json
Yorb,NOT FOUND NOT FOUND,error,NOT FOUND,NOT FOUND,error,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,None,None,None,None,None,None,,error,NOT FOUND,error,error,None,not in this JSON,Yorb - Monsters | DnD Wiki,"Yorb is a CR NOT FOUND, error, NOT FOUND, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-toa.json
Yuan-ti Priest,NOT FOUND NOT FOUND,error,NOT FOUND,NOT FOUND,error,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,None,None,None,None,None,None,,error,NOT FOUND,error,error,None,not in this JSON,Yuan-ti Priest - Monsters | DnD Wiki,"Yuan-ti Priest is a CR NOT FOUND, error, NOT FOUND, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-toa.json
ZalkorÃ©,NOT FOUND NOT FOUND,error,NOT FOUND,NOT FOUND,error,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,None,None,None,None,None,None,,error,NOT FOUND,error,error,None,not in this JSON,ZalkorÃ© - Monsters | DnD Wiki,"ZalkorÃ© is a CR NOT FOUND, error, NOT FOUND, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-toa.json
Zaroum Al-Saryak,NOT FOUND humanoid,Lawful Evil,NOT FOUND,NOT FOUND,error,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,None,None,None,None,None,None,,error,NOT FOUND,error,error,None,not in this JSON,Zaroum Al-Saryak - Monsters | DnD Wiki,"Zaroum Al-Saryak is a CR NOT FOUND, Lawful Evil, humanoid, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-toa.json
Zebra,NOT FOUND NOT FOUND,error,NOT FOUND,NOT FOUND,error,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,None,None,None,None,None,None,,error,NOT FOUND,error,error,None,not in this JSON,Zebra - Monsters | DnD Wiki,"Zebra is a CR NOT FOUND, error, NOT FOUND, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-toa.json
Zhanthi,NOT FOUND humanoid,Neutral Good,NOT FOUND,NOT FOUND,error,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,None,None,None,None,None,None,,error,NOT FOUND,error,error,None,not in this JSON,Zhanthi - Monsters | DnD Wiki,"Zhanthi is a CR NOT FOUND, Neutral Good, humanoid, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-toa.json
Zindar,Medium humanoid,Lawful Good,13 (natural armor),110 (17d8 + 34),30ft.,14,10,14,16,15,18,"Con: +5, Wis: +5","arcana: +6, history: +9, insight: +5, investigation: +9",None,fire,None,None,"blindsight 10 ft., darkvision 60 ft., passive perception 12","Common, Draconic, Dwarvish, Primordial",8,"
Dragon Wings: As a bonus action on his turn, Zindar can sprout a pair of dragon wings from his back, gaining a flying speed of 30 feet until he dismisses them as a bonus action.","
Quarterstaff: Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) bludgeoning damage, or 6 (1d8 + 2) bludgeoning damage when used with two hands.
Breath Weapon  - Recharge  5: Zindar uses one of the following options:
Fire Breath: Zindar exhales fire in a 15-foot cone. Each creature in that area must make a DC: 15 Dexterity saving throw, taking 22 (4d10) fire damage on a failed save, or half as much damage on a successful one.
Weakening Breath: Zindar exhales gas in a 15-foot cone. Each creature in that area must succeed on a DC: 15 Strength saving throw or have disadvantage on Strength-based attack rolls, Strength checks, and Strength saving throws for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",None,not in this JSON,Zindar - Monsters | DnD Wiki,"Zindar is a CR 8, Lawful Good, humanoid, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-toa.json
Zorbo,Small monstrosity,Unaligned,10 (see Natural Armor feature),27 (6d6 + 6),30ft.,13,11,13,3,12,7,None,athletics: +3,None,None,None,None,passive perception 11,error,1/2,"
Magic Resistance: The zorbo has advantage on saving throws against spells and other magical effects.
Natural Armor: The zorbo magically absorbs the natural strength of its surroundings, adjusting its Armor Class based on the material it is standing or climbing on: AC 15 for wood or bone, AC 17 for earth or stone, or AC 19 for metal. If the zorbo isn't in contact with any of these substances, its AC is 10.","
Destructive Claws: Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 8 (2d6 + 1) slashing damage, and if the target is a creature wearing armor, carrying a shield, or in possession of a magic item that improves its AC, it must make a DC: 11 Dexterity saving throw. On a failed save, one such item worn or carried by the creature (the target's choice) magically deteriorates, taking a permanent and cumulative −1 penalty to the AC it offers, and the zorbo gains a +1 bonus to AC until the start of its next turn. Armor reduced to an AC of 10 or a shield or magic item that drops to a 0 AC increase is destroyed.",None,not in this JSON,Zorbo - Monsters | DnD Wiki,"Zorbo is a CR 1/2, Unaligned, monstrosity, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-toa.json
